23259
21-143	Abramów
08-221	Ho³owczyce
08-105	Ho³ubla
22-500	Hrubieszów
22-501	Hrubieszów
42-270	Huby
34-233	Hucisko k. ¯ywca
36-206	Humniska
08-206	Huszlew
37-121	Husów
87-515	Huta
83-047	Huta Dolna
97-360	Huta Porajska
64-708	Huta k. Czarnkowa
87-515	Huta-Chojno
36-024	Hy¿ne k. Dynowa
32-126	Igo³omia
58-121	Imbramowice k. Œwidnicy Œl¹skiej
41-407	Imielin
28-313	Imielno Jêdrzejowskie
88-101	Inowroclaw
88-110	Inowroc³aw
88-100	Inowroc³aw
88-101	Inowroc³aw
88-102	Inowroc³aw
88-103	Inowroc³aw
88-104	Inowroc³aw
88-105	Inowroc³aw
88-106	Inowroc³aw
88-107	Inowroc³aw
88-108	Inowroc³aw
88-109	Inowroc³aw
88-115	Inowroc³aw
97-215	Inow³ódz
42-446	Irz¹dze
27-570	Iwaniska
32-095	Iwanowice k. S³omnik
89-512	Iwiec k. Tucholi
39-124	Iwierzyce
32-861	Iwkowa
38-440	Iwonicz-Zdrój
87-865	Izbica Kujawska
22-375	Izbica n. Wieprzem
47-180	Izbicko
36-203	Izdebki
34-144	Izdebnik k. Kalwarii Zebrzydowskiej
14-202	I³awa
14-200	I³awa
14-210	I³awa
68-120	I³owa k. ¯agania
13-240	I³owo K. Dzia³dowa
89-423	I³owo k. Sêpólna Krajeñskiego
05-281	I³y
96-520	I³ów k. Sochaczewa
27-100	I³¿a
73-140	Iñsko
21-526	Jab³eczna
13-100	Jab³onka
34-480	Jab³onka Orawska
08-304	Jab³onna Lacka
23-114	Jab³onna Lubelska
64-308	Jab³onna k. Nowego Tomyœla
05-110	Jab³onna k. Warszawy
64-706	Jab³onowo
14-120	Jab³onowo
87-330	Jab³onowo Pomorskie
26-720	Jab³onów
83-211	Jab³owo
21-205	Jab³oñ
99-420	Jacochów
88-403	Jadowniki K. ¯nina
33-271	Jadowniki Mokre
32-851	Jadowniki k. Brzeska
26-720	Jadwinów
78-523	Jadwi¿yn
05-280	Jadów
14-120	Jagodziny
88-181	Jaksice
96-313	Jaktorów
14-120	Jakubowo
05-306	Jakubów
13-332	Jamielnik
42-270	Jamrozowizna
42-270	Janaszów
88-160	Janikowo
96-117	Janis³awice k. Skierniewic
05-090	Janki
14-120	Jankowice
43-215	Jankowice k. Pszczyny
44-264	Jankowice k. Rybnika
62-007	Jankowo
62-214	Jankowo Dolne
62-007	Jankowo-M³yn
58-520	Janowice Wielkie
33-115	Janowice k. Zakliczyna
13-111	Janowiec Koœcielny
88-430	Janowiec Wielkopolski
24-123	Janowiec n. Wis³¹
13-113	Janowo
14-120	Janowo
82-107	Jantar (sezon)
42-253	Janów Czêstochowski
16-130	Janów K. Sokó³ki
23-300	Janów Lubelski
21-505	Janów Podlaski
63-233	Jaraczewo
64-930	Jaraczewo
22-664	Jarczów K. Tomaszowa Lubelskiego
37-405	Jarocin K. Niska
63-200	Jarocin Poznañski
72-322	Jaromin
62-292	Jaroszewo
58-120	Jaroszów
37-500	Jaros³aw
37-501	Jaros³aw
37-504	Jaros³aw
37-505	Jaros³aw
76-107	Jaros³awiec
62-242	Jarz¹bkowo
43-385	Jasienica
36-220	Jasienica Rosielna
27-112	Jasieniec I³¿ecki
05-604	Jasieniec k. Grójca
77-122	Jasieñ k. Bytowa
68-320	Jasieñ ¯arski
36-002	Jasionka k. Rzeszowa
36-211	Jasionów k. Brzozowa
19-122	Jasionówka
84-140	Jastarnia
21-002	Jastków
64-915	Jastrowie
26-502	Jastrz¹b
42-297	Jastrz¹b
06-325	Jastrz¹bka k. Przasnysza
84-104	Jastrzêbia Góra
26-631	Jastrzêbia k. Radomia
33-191	Jastrzêbia k. Tarnowa
83-262	Jastrzêbie
44-268	Jastrzêbie Zdrój
44-330	Jastrzêbie Zdrój
44-333	Jastrzêbie Zdrój
44-334	Jastrzêbie Zdrój
44-335	Jastrzêbie Zdrój
44-336	Jastrzêbie Zdrój
44-337	Jastrzêbie Zdrój
44-338	Jastrzêbie Zdrój
44-339	Jastrzêbie Zdrój
44-342	Jastrzêbie Zdrój
44-343	Jastrzêbie Zdrój
87-322	Jastrzêbie k. Brodnic
89-414	Jastrzêbiec k. Wiêcborka
62-812	Jastrzêbniki
83-221	Jaszczerz
38-405	Jaszczew
57-312	Jaszkowa Górna
38-200	Jas³o
38-201	Jas³o
38-211	Jas³o
32-626	Jawiszowice
59-400	Jawor
59-401	Jawor
59-402	Jawor
37-232	Jawornik Polski
05-090	Jaworowa
43-384	Jaworze k. Bielska Bia³ej
43-600	Jaworzno
43-602	Jaworzno
43-603	Jaworzno
43-604	Jaworzno
43-605	Jaworzno
43-606	Jaworzno
43-607	Jaworzno
43-608	Jaworzno
43-609	Jaworzno
58-140	Jaworzyna Œl¹ska
43-476	Jaworzynka
82-106	Jazowa
33-389	Jazowsko
59-221	Jaœkowice Legnickie
38-525	Jaœliska
19-124	Jaœwi³y
58-212	JaŸwina
38-460	Jedlicze
58-330	Jedlina Zdrój
26-660	Jedliñsk
26-630	Jedlnia-Letnisko
06-323	Jednoro¿ec
18-420	Jedwabne
12-122	Jedwabno K. Nidzicy
57-124	Jeg³owa
82-331	Jeg³ownik
44-290	Jejkowice
55-230	Jelcz Laskowice
55-220	Jelcz Laskowice
55-221	Jelcz Laskowice
55-231	Jelcz Laskowice
84-110	Jeldzino
58-560	Jelenia Góra
58-500	Jelenia Góra
58-501	Jelenia Góra
58-502	Jelenia Góra
58-503	Jelenia Góra
58-504	Jelenia Góra
58-505	Jelenia Góra
58-506	Jelenia Góra
58-507	Jelenia Góra
58-510	Jelenia Góra
58-514	Jelenia Góra
58-570	Jelenia Góra
58-588	Jelenia Góra
16-404	Jeleniewo
34-340	Jeleœnia
14-410	Jelonki
07-302	Jelonki k. Ostrowi Maz.
47-133	Jemielnica
56-209	Jemielno
05-317	Jeruzal k. Miñska Maz.
96-107	Jeruzal k. Skierniewic
67-222	Jerzmanowa k. G³ogowa
32-048	Jerzmanowice
62-007	Jerzykowo
83-135	Jesionna
83-206	Jezierce
76-219	Jezierzyce
88-324	Jeziora Wielkie
11-320	Jeziorany
89-320	Jeziorki Kosztowskie
62-072	Jeziorki k. Poznania
67-108	Jeziorna
83-221	Je¿ewnica
86-131	Je¿ewo
86-131	Je¿ewo K. Laskowic
37-430	Je¿owe k. Rudnika n. Sanem
95-047	Je¿ów
58-521	Je¿ów Sudecki
62-862	Joanka
39-225	Jod³owa
34-620	Jod³ownik
83-047	Jod³owno
67-108	Jod³ów
37-564	Jod³ówka
33-173	Jod³ówka Tuchowska
09-131	Joniec
11-042	Jonkowo
34-240	Jordanów
55-065	Jordanów Œl¹ski
16-061	Juchnowiec Koœcielny
58-321	Jugowice
57-430	Jugów
42-250	Julianka
09-532	Juliszew
83-250	Junkrowy
84-141	Jurata
34-532	Jurgów
28-213	Jurkowice
59-720	Jurków
34-643	Jurków k. Limanowej
38-507	Jurowce
34-231	Juszczyn
63-930	Jutrosin
64-310	Józefowo
23-460	Józefów k. Bi³goraja
05-410	Józefów k. Otwocka
05-420	Józefów k. Otwocka
24-340	Józefów n. Wis³¹
64-713	Jêdrzejewo k. Pi³y
28-300	Jêdrzejów
28-310	Jêdrzejów
64-810	Kaczory
43-417	Kaczyce
07-420	Kadzid³o
47-175	Kad³ub
14-120	Kalbornia
42-750	Kalety
98-232	Kalinowa k. Kalisza
19-314	Kalinowo
83-260	Kaliska
62-800	Kalisz
63-510	Kaliszkowice Kaliskie
63-510	Kaliszkowice O³obockie
37-724	Kalników
34-130	Kalwaria Zebrzydowska
34-383	Kamesznica
83-342	Kamienica Królewska
42-260	Kamienica Polska
83-323	Kamienica Szlachecka
34-608	Kamienica k. £¹cka
64-061	Kamieniec Poznañski
55-002	Kamieniec Wroc³awski
57-230	Kamieniec Z¹bkowicki
44-133	Kamieniec k. Gliwic
58-400	Kamienna Góra
58-401	Kamienna Góra
58-402	Kamienna Góra
48-388	Kamiennik
32-071	Kamieñ
89-430	Kamieñ Krajeñski
22-113	Kamieñ Lubelski
72-400	Kamieñ Pomorski
36-053	Kamieñ k. Rudnika n. Sanem
47-325	Kamieñ Œl¹ski
07-220	Kamieñczyk n. Bugiem
97-360	Kamieñsk
96-511	Kamion k. Sochaczewa
21-132	Kamionka
83-230	Kamionka
13-100	Kamionka
33-334	Kamionka Wielka
39-122	Kamionka k. Dêbicy
64-421	Kamionna
32-732	Kamionna k. Bochni
07-131	Kamionna k. Wêgrowa
11-227	Kamiñsk k. Bartoszyc
05-085	Kampinos
42-125	Kamyk
78-523	Kania Górka
13-100	Kanigowo
43-512	Kaniów
87-515	Karbowizna
05-480	Karczew
42-270	Karczewice
24-310	Karczmiska
66-120	Kargowa
84-110	Karlikowo
78-230	Karlino
72-343	Karnice
06-425	Karniewo
32-545	Karniowice
11-404	Karolewo
58-540	Karpacz
58-550	Karpacz
58-515	Karpniki
78-609	Karsibór
83-440	Karsin
74-305	Karsko
84-110	Kartoszyno
83-300	Kartuzy
83-301	Kartuzy
84-105	Karwia
46-037	Kar³owice
34-741	Kasina Wielka
34-734	Kasinka Ma³a
83-223	Kasparus
37-717	Kaszyce k. Jaros³awia
40-001	Katowice
40-585	Katowice
40-959	Katowice
40-900	Katowice
40-271	Katowice
40-164	Katowice
40-002	Katowice
40-003	Katowice
40-004	Katowice
40-005	Katowice
40-006	Katowice
40-007	Katowice
40-008	Katowice
40-009	Katowice
40-010	Katowice
40-011	Katowice
40-012	Katowice
40-013	Katowice
40-014	Katowice
40-015	Katowice
40-016	Katowice
40-017	Katowice
40-018	Katowice
40-019	Katowice
40-020	Katowice
40-021	Katowice
40-022	Katowice
40-024	Katowice
40-025	Katowice
40-026	Katowice
40-027	Katowice
40-028	Katowice
40-029	Katowice
40-030	Katowice
40-031	Katowice
40-032	Katowice
40-033	Katowice
40-034	Katowice
40-035	Katowice
40-036	Katowice
40-037	Katowice
40-038	Katowice
40-039	Katowice
40-040	Katowice
40-041	Katowice
40-042	Katowice
40-043	Katowice
40-044	Katowice
40-045	Katowice
40-046	Katowice
40-047	Katowice
40-048	Katowice
40-049	Katowice
40-050	Katowice
40-052	Katowice
40-053	Katowice
40-054	Katowice
40-055	Katowice
40-056	Katowice
40-057	Katowice
40-058	Katowice
40-059	Katowice
40-060	Katowice
40-061	Katowice
40-062	Katowice
40-063	Katowice
40-064	Katowice
40-065	Katowice
40-066	Katowice
40-067	Katowice
40-068	Katowice
40-069	Katowice
40-070	Katowice
40-071	Katowice
40-072	Katowice
40-073	Katowice
40-074	Katowice
40-076	Katowice
40-077	Katowice
40-078	Katowice
40-079	Katowice
40-081	Katowice
40-082	Katowice
40-083	Katowice
40-084	Katowice
40-085	Katowice
40-086	Katowice
40-087	Katowice
40-091	Katowice
40-092	Katowice
40-093	Katowice
40-094	Katowice
40-095	Katowice
40-096	Katowice
40-097	Katowice
40-098	Katowice
40-100	Katowice
40-101	Katowice
40-102	Katowice
40-103	Katowice
40-104	Katowice
40-105	Katowice
40-106	Katowice
40-107	Katowice
40-108	Katowice
40-109	Katowice
40-110	Katowice
40-111	Katowice
40-112	Katowice
40-113	Katowice
40-114	Katowice
40-116	Katowice
40-117	Katowice
40-118	Katowice
40-119	Katowice
40-120	Katowice
40-121	Katowice
40-123	Katowice
40-124	Katowice
40-125	Katowice
40-126	Katowice
40-127	Katowice
40-129	Katowice
40-131	Katowice
40-132	Katowice
40-133	Katowice
40-134	Katowice
40-135	Katowice
40-136	Katowice
40-137	Katowice
40-139	Katowice
40-140	Katowice
40-141	Katowice
40-142	Katowice
40-143	Katowice
40-144	Katowice
40-145	Katowice
40-146	Katowice
40-147	Katowice
40-148	Katowice
40-149	Katowice
40-150	Katowice
40-151	Katowice
40-152	Katowice
40-153	Katowice
40-154	Katowice
40-155	Katowice
40-156	Katowice
40-157	Katowice
40-158	Katowice
40-160	Katowice
40-161	Katowice
40-162	Katowice
40-163	Katowice
40-165	Katowice
40-166	Katowice
40-167	Katowice
40-168	Katowice
40-169	Katowice
40-170	Katowice
40-171	Katowice
40-172	Katowice
40-173	Katowice
40-174	Katowice
40-175	Katowice
40-176	Katowice
40-177	Katowice
40-179	Katowice
40-181	Katowice
40-186	Katowice
40-188	Katowice
40-189	Katowice
40-200	Katowice
40-201	Katowice
40-202	Katowice
40-203	Katowice
40-205	Katowice
40-206	Katowice
40-208	Katowice
40-209	Katowice
40-210	Katowice
40-211	Katowice
40-212	Katowice
40-213	Katowice
40-214	Katowice
40-215	Katowice
40-216	Katowice
40-217	Katowice
40-218	Katowice
40-219	Katowice
40-224	Katowice
40-225	Katowice
40-226	Katowice
40-227	Katowice
40-228	Katowice
40-229	Katowice
40-230	Katowice
40-231	Katowice
40-233	Katowice
40-234	Katowice
40-235	Katowice
40-236	Katowice
40-237	Katowice
40-238	Katowice
40-239	Katowice
40-240	Katowice
40-241	Katowice
40-246	Katowice
40-256	Katowice
40-265	Katowice
40-266	Katowice
40-272	Katowice
40-273	Katowice
40-276	Katowice
40-277	Katowice
40-281	Katowice
40-282	Katowice
40-283	Katowice
40-284	Katowice
40-285	Katowice
40-286	Katowice
40-287	Katowice
40-288	Katowice
40-289	Katowice
40-290	Katowice
40-300	Katowice
40-301	Katowice
40-302	Katowice
40-303	Katowice
40-304	Katowice
40-305	Katowice
40-306	Katowice
40-307	Katowice
40-308	Katowice
40-309	Katowice
40-310	Katowice
40-311	Katowice
40-312	Katowice
40-313	Katowice
40-314	Katowice
40-315	Katowice
40-316	Katowice
40-317	Katowice
40-318	Katowice
40-319	Katowice
40-320	Katowice
40-321	Katowice
40-322	Katowice
40-325	Katowice
40-326	Katowice
40-327	Katowice
40-334	Katowice
40-335	Katowice
40-336	Katowice
40-337	Katowice
40-338	Katowice
40-339	Katowice
40-340	Katowice
40-341	Katowice
40-342	Katowice
40-348	Katowice
40-351	Katowice
40-353	Katowice
40-356	Katowice
40-357	Katowice
40-358	Katowice
40-360	Katowice
40-367	Katowice
40-368	Katowice
40-370	Katowice
40-373	Katowice
40-374	Katowice
40-375	Katowice
40-376	Katowice
40-377	Katowice
40-378	Katowice
40-379	Katowice
40-381	Katowice
40-382	Katowice
40-383	Katowice
40-384	Katowice
40-386	Katowice
40-387	Katowice
40-388	Katowice
40-389	Katowice
40-391	Katowice
40-393	Katowice
40-394	Katowice
40-401	Katowice
40-403	Katowice
40-404	Katowice
40-405	Katowice
40-406	Katowice
40-407	Katowice
40-410	Katowice
40-411	Katowice
40-412	Katowice
40-413	Katowice
40-414	Katowice
40-421	Katowice
40-422	Katowice
40-423	Katowice
40-424	Katowice
40-425	Katowice
40-431	Katowice
40-432	Katowice
40-434	Katowice
40-437	Katowice
40-452	Katowice
40-453	Katowice
40-457	Katowice
40-458	Katowice
40-459	Katowice
40-460	Katowice
40-461	Katowice
40-462	Katowice
40-463	Katowice
40-464	Katowice
40-465	Katowice
40-466	Katowice
40-467	Katowice
40-468	Katowice
40-469	Katowice
40-470	Katowice
40-471	Katowice
40-472	Katowice
40-473	Katowice
40-474	Katowice
40-476	Katowice
40-477	Katowice
40-478	Katowice
40-479	Katowice
40-483	Katowice
40-484	Katowice
40-485	Katowice
40-486	Katowice
40-487	Katowice
40-488	Katowice
40-489	Katowice
40-494	Katowice
40-496	Katowice
40-501	Katowice
40-502	Katowice
40-506	Katowice
40-507	Katowice
40-508	Katowice
40-510	Katowice
40-511	Katowice
40-513	Katowice
40-514	Katowice
40-517	Katowice
40-518	Katowice
40-519	Katowice
40-520	Katowice
40-521	Katowice
40-522	Katowice
40-523	Katowice
40-524	Katowice
40-525	Katowice
40-526	Katowice
40-527	Katowice
40-528	Katowice
40-529	Katowice
40-530	Katowice
40-531	Katowice
40-532	Katowice
40-533	Katowice
40-534	Katowice
40-535	Katowice
40-536	Katowice
40-537	Katowice
40-538	Katowice
40-539	Katowice
40-540	Katowice
40-541	Katowice
40-542	Katowice
40-543	Katowice
40-544	Katowice
40-545	Katowice
40-546	Katowice
40-547	Katowice
40-551	Katowice
40-553	Katowice
40-555	Katowice
40-558	Katowice
40-559	Katowice
40-560	Katowice
40-561	Katowice
40-562	Katowice
40-563	Katowice
40-564	Katowice
40-565	Katowice
40-566	Katowice
40-567	Katowice
40-568	Katowice
40-569	Katowice
40-570	Katowice
40-571	Katowice
40-572	Katowice
40-573	Katowice
40-574	Katowice
40-575	Katowice
40-576	Katowice
40-578	Katowice
40-579	Katowice
40-580	Katowice
40-581	Katowice
40-582	Katowice
40-583	Katowice
40-584	Katowice
40-586	Katowice
40-587	Katowice
40-588	Katowice
40-589	Katowice
40-590	Katowice
40-591	Katowice
40-592	Katowice
40-593	Katowice
40-594	Katowice
40-595	Katowice
40-596	Katowice
40-597	Katowice
40-598	Katowice
40-599	Katowice
40-600	Katowice
40-601	Katowice
40-602	Katowice
40-605	Katowice
40-606	Katowice
40-607	Katowice
40-608	Katowice
40-609	Katowice
40-610	Katowice
40-611	Katowice
40-612	Katowice
40-613	Katowice
40-615	Katowice
40-616	Katowice
40-617	Katowice
40-618	Katowice
40-619	Katowice
40-620	Katowice
40-621	Katowice
40-622	Katowice
40-623	Katowice
40-624	Katowice
40-625	Katowice
40-626	Katowice
40-627	Katowice
40-628	Katowice
40-629	Katowice
40-630	Katowice
40-631	Katowice
40-632	Katowice
40-633	Katowice
40-634	Katowice
40-635	Katowice
40-636	Katowice
40-637	Katowice
40-638	Katowice
40-639	Katowice
40-640	Katowice
40-641	Katowice
40-642	Katowice
40-643	Katowice
40-644	Katowice
40-645	Katowice
40-646	Katowice
40-647	Katowice
40-648	Katowice
40-649	Katowice
40-650	Katowice
40-651	Katowice
40-652	Katowice
40-653	Katowice
40-654	Katowice
40-655	Katowice
40-656	Katowice
40-657	Katowice
40-658	Katowice
40-659	Katowice
40-660	Katowice
40-661	Katowice
40-662	Katowice
40-663	Katowice
40-664	Katowice
40-665	Katowice
40-666	Katowice
40-667	Katowice
40-668	Katowice
40-669	Katowice
40-670	Katowice
40-671	Katowice
40-672	Katowice
40-673	Katowice
40-674	Katowice
40-675	Katowice
40-676	Katowice
40-677	Katowice
40-678	Katowice
40-679	Katowice
40-680	Katowice
40-681	Katowice
40-682	Katowice
40-683	Katowice
40-684	Katowice
40-685	Katowice
40-686	Katowice
40-687	Katowice
40-688	Katowice
40-689	Katowice
40-690	Katowice
40-691	Katowice
40-692	Katowice
40-693	Katowice
40-694	Katowice
40-695	Katowice
40-696	Katowice
40-697	Katowice
40-698	Katowice
40-701	Katowice
40-702	Katowice
40-703	Katowice
40-704	Katowice
40-705	Katowice
40-706	Katowice
40-707	Katowice
40-708	Katowice
40-709	Katowice
40-710	Katowice
40-711	Katowice
40-712	Katowice
40-713	Katowice
40-714	Katowice
40-715	Katowice
40-716	Katowice
40-717	Katowice
40-718	Katowice
40-719	Katowice
40-720	Katowice
40-721	Katowice
40-722	Katowice
40-723	Katowice
40-724	Katowice
40-725	Katowice
40-728	Katowice
40-729	Katowice
40-730	Katowice
40-731	Katowice
40-732	Katowice
40-733	Katowice
40-734	Katowice
40-736	Katowice
40-737	Katowice
40-738	Katowice
40-739	Katowice
40-740	Katowice
40-741	Katowice
40-742	Katowice
40-743	Katowice
40-748	Katowice
40-749	Katowice
40-750	Katowice
40-751	Katowice
40-752	Katowice
40-753	Katowice
40-754	Katowice
40-755	Katowice
40-756	Katowice
40-757	Katowice
40-758	Katowice
40-759	Katowice
40-760	Katowice
40-761	Katowice
40-762	Katowice
40-763	Katowice
40-764	Katowice
40-765	Katowice
40-766	Katowice
40-767	Katowice
40-768	Katowice
40-769	Katowice
40-770	Katowice
40-771	Katowice
40-772	Katowice
40-773	Katowice
40-774	Katowice
40-775	Katowice
40-776	Katowice
40-777	Katowice
40-778	Katowice
40-779	Katowice
40-780	Katowice
40-781	Katowice
40-782	Katowice
40-783	Katowice
40-801	Katowice
40-802	Katowice
40-803	Katowice
40-804	Katowice
40-805	Katowice
40-806	Katowice
40-807	Katowice
40-808	Katowice
40-809	Katowice
40-810	Katowice
40-812	Katowice
40-813	Katowice
40-815	Katowice
40-816	Katowice
40-817	Katowice
40-818	Katowice
40-819	Katowice
40-820	Katowice
40-821	Katowice
40-823	Katowice
40-824	Katowice
40-826	Katowice
40-831	Katowice
40-832	Katowice
40-833	Katowice
40-834	Katowice
40-836	Katowice
40-837	Katowice
40-841	Katowice
40-842	Katowice
40-843	Katowice
40-844	Katowice
40-845	Katowice
40-846	Katowice
40-847	Katowice
40-850	Katowice
40-851	Katowice
40-852	Katowice
40-853	Katowice
40-854	Katowice
40-855	Katowice
40-856	Katowice
40-857	Katowice
40-858	Katowice
40-859	Katowice
40-860	Katowice
40-861	Katowice
40-862	Katowice
40-863	Katowice
40-866	Katowice
40-867	Katowice
40-868	Katowice
40-869	Katowice
40-870	Katowice
40-871	Katowice
40-872	Katowice
40-873	Katowice
40-874	Katowice
40-875	Katowice
40-877	Katowice
40-881	Katowice
40-887	Katowice
40-892	Katowice
40-930	Katowice
40-940	Katowice
40-950	Katowice
62-704	Kawêczyn
14-229	Kazanice
26-713	Kazanów I³¿ecki
62-530	Kazimierz Biskupi
24-120	Kazimierz Dolny
28-500	Kazimierza Wielka
05-154	Kazuñ Nowy
05-310	Ka³uszyn
37-220	Kañczuga
64-530	KaŸmierz k. Poznania
89-240	Kcynia
05-315	Kiczki
25-346	Kielce
25-116	Kielce
25-001	Kielce
25-002	Kielce
25-003	Kielce
25-004	Kielce
25-005	Kielce
25-006	Kielce
25-007	Kielce
25-008	Kielce
25-009	Kielce
25-010	Kielce
25-011	Kielce
25-012	Kielce
25-013	Kielce
25-014	Kielce
25-015	Kielce
25-016	Kielce
25-017	Kielce
25-018	Kielce
25-019	Kielce
25-020	Kielce
25-021	Kielce
25-022	Kielce
25-023	Kielce
25-024	Kielce
25-025	Kielce
25-026	Kielce
25-027	Kielce
25-028	Kielce
25-029	Kielce
25-030	Kielce
25-031	Kielce
25-032	Kielce
25-033	Kielce
25-034	Kielce
25-035	Kielce
25-036	Kielce
25-037	Kielce
25-038	Kielce
25-039	Kielce
25-040	Kielce
25-041	Kielce
25-042	Kielce
25-043	Kielce
25-044	Kielce
25-045	Kielce
25-046	Kielce
25-093	Kielce
25-101	Kielce
25-102	Kielce
25-103	Kielce
25-104	Kielce
25-105	Kielce
25-106	Kielce
25-107	Kielce
25-108	Kielce
25-109	Kielce
25-110	Kielce
25-111	Kielce
25-112	Kielce
25-113	Kielce
25-114	Kielce
25-115	Kielce
25-117	Kielce
25-118	Kielce
25-119	Kielce
25-120	Kielce
25-121	Kielce
25-122	Kielce
25-123	Kielce
25-124	Kielce
25-125	Kielce
25-127	Kielce
25-128	Kielce
25-129	Kielce
25-130	Kielce
25-131	Kielce
25-132	Kielce
25-133	Kielce
25-134	Kielce
25-135	Kielce
25-136	Kielce
25-137	Kielce
25-138	Kielce
25-139	Kielce
25-140	Kielce
25-141	Kielce
25-142	Kielce
25-143	Kielce
25-144	Kielce
25-145	Kielce
25-146	Kielce
25-147	Kielce
25-148	Kielce
25-149	Kielce
25-150	Kielce
25-151	Kielce
25-152	Kielce
25-201	Kielce
25-202	Kielce
25-204	Kielce
25-205	Kielce
25-206	Kielce
25-208	Kielce
25-209	Kielce
25-210	Kielce
25-211	Kielce
25-212	Kielce
25-213	Kielce
25-214	Kielce
25-217	Kielce
25-218	Kielce
25-219	Kielce
25-220	Kielce
25-221	Kielce
25-222	Kielce
25-223	Kielce
25-224	Kielce
25-225	Kielce
25-226	Kielce
25-227	Kielce
25-228	Kielce
25-229	Kielce
25-230	Kielce
25-231	Kielce
25-232	Kielce
25-233	Kielce
25-234	Kielce
25-235	Kielce
25-236	Kielce
25-237	Kielce
25-252	Kielce
25-253	Kielce
25-254	Kielce
25-255	Kielce
25-301	Kielce
25-302	Kielce
25-303	Kielce
25-304	Kielce
25-305	Kielce
25-306	Kielce
25-307	Kielce
25-308	Kielce
25-309	Kielce
25-310	Kielce
25-311	Kielce
25-312	Kielce
25-313	Kielce
25-314	Kielce
25-315	Kielce
25-316	Kielce
25-317	Kielce
25-318	Kielce
25-319	Kielce
25-320	Kielce
25-321	Kielce
25-322	Kielce
25-323	Kielce
25-324	Kielce
25-325	Kielce
25-326	Kielce
25-327	Kielce
25-328	Kielce
25-329	Kielce
25-330	Kielce
25-331	Kielce
25-332	Kielce
25-333	Kielce
25-334	Kielce
25-335	Kielce
25-336	Kielce
25-337	Kielce
25-338	Kielce
25-339	Kielce
25-340	Kielce
25-341	Kielce
25-342	Kielce
25-343	Kielce
25-344	Kielce
25-345	Kielce
25-347	Kielce
25-348	Kielce
25-349	Kielce
25-350	Kielce
25-351	Kielce
25-352	Kielce
25-353	Kielce
25-354	Kielce
25-355	Kielce
25-356	Kielce
25-357	Kielce
25-358	Kielce
25-359	Kielce
25-360	Kielce
25-361	Kielce
25-362	Kielce
25-363	Kielce
25-364	Kielce
25-365	Kielce
25-366	Kielce
25-367	Kielce
25-368	Kielce
25-369	Kielce
25-370	Kielce
25-371	Kielce
25-372	Kielce
25-373	Kielce
25-375	Kielce
25-376	Kielce
25-377	Kielce
25-378	Kielce
25-379	Kielce
25-380	Kielce
25-381	Kielce
25-382	Kielce
25-383	Kielce
25-384	Kielce
25-385	Kielce
25-386	Kielce
25-387	Kielce
25-389	Kielce
25-390	Kielce
25-391	Kielce
25-392	Kielce
25-394	Kielce
25-401	Kielce
25-402	Kielce
25-403	Kielce
25-405	Kielce
25-406	Kielce
25-408	Kielce
25-409	Kielce
25-410	Kielce
25-411	Kielce
25-412	Kielce
25-413	Kielce
25-414	Kielce
25-415	Kielce
25-416	Kielce
25-417	Kielce
25-418	Kielce
25-419	Kielce
25-420	Kielce
25-421	Kielce
25-422	Kielce
25-424	Kielce
25-425	Kielce
25-426	Kielce
25-430	Kielce
25-431	Kielce
25-432	Kielce
25-433	Kielce
25-434	Kielce
25-435	Kielce
25-436	Kielce
25-437	Kielce
25-438	Kielce
25-439	Kielce
25-440	Kielce
25-441	Kielce
25-442	Kielce
25-443	Kielce
25-444	Kielce
25-445	Kielce
25-446	Kielce
25-447	Kielce
25-448	Kielce
25-449	Kielce
25-450	Kielce
25-451	Kielce
25-452	Kielce
25-453	Kielce
25-454	Kielce
25-455	Kielce
25-456	Kielce
25-457	Kielce
25-458	Kielce
25-459	Kielce
25-460	Kielce
25-501	Kielce
25-502	Kielce
25-503	Kielce
25-504	Kielce
25-505	Kielce
25-506	Kielce
25-507	Kielce
25-508	Kielce
25-509	Kielce
25-510	Kielce
25-511	Kielce
25-512	Kielce
25-513	Kielce
25-514	Kielce
25-515	Kielce
25-516	Kielce
25-517	Kielce
25-518	Kielce
25-519	Kielce
25-520	Kielce
25-521	Kielce
25-522	Kielce
25-523	Kielce
25-524	Kielce
25-525	Kielce
25-526	Kielce
25-527	Kielce
25-528	Kielce
25-529	Kielce
25-530	Kielce
25-531	Kielce
25-532	Kielce
25-533	Kielce
25-534	Kielce
25-535	Kielce
25-536	Kielce
25-537	Kielce
25-538	Kielce
25-539	Kielce
25-540	Kielce
25-541	Kielce
